
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4968    0.052    0.000    0.052    0.000 {method 'chunk' of 'torch._C._TensorBase' objects}
     2200    0.058    0.000    0.058    0.000 {method 'clamp_' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
     1103    0.003    0.000    0.062    0.000 {method 'clip' of 'numpy.ndarray' objects}
      114    0.004    0.000    0.004    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
     2636    0.003    0.000    0.003    0.000 {method 'contiguous' of 'torch._C._TensorBase' objects}
     1555    0.006    0.000    0.006    0.000 {method 'copy' of 'ImagingCore' objects}
     5248    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
    32791    3.166    0.000    3.166    0.000 {method 'copy' of 'numpy.ndarray' objects}
      228    0.006    0.000    0.006    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
     6160    1.539    0.000    1.539    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
      720    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
    21088    0.005    0.000    0.005    0.000 {method 'data_ptr' of 'torch._C._TensorBase' objects}
     1650    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     3954    0.021    0.000    0.021    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
    81696    0.029    0.000    0.029    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
     1546    0.039    0.000    0.039    0.000 {method 'div' of 'torch._C._TensorBase' objects}
     1318    0.018    0.000    0.018    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     3596    0.009    0.000    0.009    0.000 {method 'dot' of 'numpy.ndarray' objects}
     1562    0.011    0.000    0.011    0.000 {method 'encode' of 'ImagingEncoder' objects}
     1651    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
    41871    0.008    0.000    0.008    0.000 {method 'endswith' of 'str' objects}
     1291    0.009    0.000    0.009    0.000 {method 'expand' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
     7137    0.010    0.000    1.502    0.000 {method 'extend' of 'list' objects}
     2636    0.021    0.000    0.021    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
       78    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     1654    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
      402    0.012    0.000    0.012    0.000 {method 'findall' of 're.Pattern' objects}
      976    0.002    0.000    0.002    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     3280    0.063    0.000    0.063    0.000 {method 'float' of 'torch._C._TensorBase' objects}
     1650    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     3520    0.006    0.000    0.006    0.000 {method 'format' of 'str' objects}
   174251    0.036    0.000    0.036    0.000 {method 'get' of 'dict' objects}
      125    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     6375    0.003    0.000    0.003    0.000 {method 'get_device' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      124    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
      244    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
     1335    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
     3967    0.003    0.000    0.003    0.000 {method 'is_complex' of 'torch._C._TensorBase' objects}
     2636    0.001    0.000    0.001    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
     6694    0.002    0.000    0.002    0.000 {method 'isidentifier' of 'str' objects}
     1318    0.001    0.000    0.001    0.000 {method 'item' of 'numpy.ndarray' objects}
     2309    0.039    0.000    0.039    0.000 {method 'item' of 'torch._C._TensorBase' objects}
   624122    0.059    0.000    0.059    0.000 {method 'items' of 'collections.OrderedDict' objects}
    21077    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     1562    0.001    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
    19507    0.024    0.000    0.026    0.000 {method 'join' of 'str' objects}
     3364    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        2    0.010    0.005    0.137    0.069 {method 'load' of '_pickle.Unpickler' objects}
     6234    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      226    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
     1592    0.004    0.000    0.027    0.000 {method 'max' of 'numpy.ndarray' objects}
     1870    0.085    0.000    0.085    0.000 {method 'max' of 'torch._C._TensorBase' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      114    0.006    0.000    0.006    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     1318    0.002    0.000    0.002    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     6160    0.045    0.000    0.045    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
      488    0.023    0.000    0.023    0.000 {method 'partition' of 'numpy.ndarray' objects}
      817    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     3739    0.045    0.000    0.045    0.000 {method 'permute' of 'torch._C._TensorBase' objects}
     1318    0.045    0.000    0.045    0.000 {method 'pin_memory' of 'torch._C._TensorBase' objects}
     4686    0.002    0.000    0.002    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
     1976    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      613    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
     1318    0.002    0.000    0.010    0.000 {method 'prod' of 'numpy.ndarray' objects}
     1318    0.016    0.000    0.016    0.000 {method 'random_' of 'torch._C._TensorBase' objects}
     7208    0.004    0.000    0.004    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      275    0.012    0.000    0.012    0.000 {method 'read' of '_io.BufferedReader' objects}
      276    5.307    0.019    5.307    0.019 {method 'read' of 'cv2.VideoCapture' objects}
    27459    0.168    0.000    0.168    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     3301    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       17    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       52    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       52    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
     7826    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
      228    0.000    0.000    0.000    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
    41291    0.031    0.000    0.031    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      228    0.002    0.000    0.002    0.000 {method 'reshape' of 'torch._C._TensorBase' objects}
        7    0.000    0.000    0.000    0.000 {method 'resize' of 'ImagingCore' objects}
     2012    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
     6906    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
     4300    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
    40727    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
     1100    1.046    0.001   15.047    0.014 {method 'send' of 'generator' objects}
      720    0.004    0.000    0.004    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
        8    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1562    0.002    0.000    0.002    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       10    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      552    0.014    0.000    0.014    0.000 {method 'sigmoid' of 'torch._C._TensorBase' objects}
    24967    0.024    0.000    0.024    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1870    0.087    0.000    0.087    0.000 {method 'softmax' of 'torch._C._TensorBase' objects}
      488    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     1347    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     1318    0.011    0.000    0.011    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
    53864    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      121    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      721    0.017    0.000    0.017    0.000 {method 'sub' of 're.Pattern' objects}
     1318    0.024    0.000    0.024    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     3373    0.008    0.000    0.053    0.000 {method 'sum' of 'numpy.ndarray' objects}
      991    0.066    0.000    0.066    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
      976    0.002    0.000    0.002    0.000 {method 'take' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
     9903    0.588    0.000    0.588    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      332    0.237    0.001    0.239    0.001 {method 'tofile' of 'numpy.ndarray' objects}
      550    0.045    0.000    0.045    0.000 {method 'tolist' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       90    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
     4752    0.005    0.000    0.005    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1110    0.006    0.000    0.006    0.000 {method 'transpose' of 'torch._C._TensorBase' objects}
     3525    0.033    0.000    0.033    0.000 {method 'unbind' of 'torch._C._TensorBase' objects}
      228    0.067    0.000    0.067    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     3161    0.015    0.000    0.015    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
      720    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C._TensorBase' objects}
     5339    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
    11094    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
    22320    0.005    0.000    0.005    0.000 {method 'values' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      275    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.generic' objects}
2200/1375    0.002    0.000    0.023    0.000 {method 'view' of 'numpy.ndarray' objects}
     6186    0.043    0.000    0.043    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     1815    0.016    0.000    0.016    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1781    0.107    0.000    0.107    0.000 {minAreaRect}
     2206    0.062    0.000    0.062    0.000 {morphologyEx}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       18    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       26    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.to_object_array}
     2727    0.727    0.000    0.727    0.000 {resize}
     2206    0.024    0.000    0.024    0.000 {threshold}
       17    0.001    0.000    0.001    0.000 {warpPerspective}



Process finished with exit code 0
