
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 info.py:514(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:574(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:592(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:673(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:716(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:772(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:823(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:841(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:934(DataFrameTableBuilderVerbose)
      114    0.000    0.000    0.001    0.000 init.py:12(_no_grad_uniform_)
      114    0.000    0.000    0.001    0.000 init.py:122(uniform_)
      228    0.001    0.000    0.001    0.000 init.py:284(_calculate_fan_in_and_fan_out)
      114    0.000    0.000    0.001    0.000 init.py:356(_calculate_correct_fan)
      114    0.001    0.000    0.069    0.001 init.py:366(kaiming_uniform_)
      114    0.000    0.000    0.000    0.000 init.py:67(calculate_gain)
        3    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
       29    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:172(_has_code_flag)
        3    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 inspect.py:183(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:1840(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1866(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 inspect.py:1878(_signature_is_functionlike)
       13    0.000    0.000    0.000    0.000 inspect.py:2152(_signature_from_function)
    14/13    0.000    0.000    0.000    0.000 inspect.py:2246(_signature_from_callable)
       32    0.000    0.000    0.000    0.000 inspect.py:2498(__init__)
       34    0.000    0.000    0.000    0.000 inspect.py:2548(name)
       44    0.000    0.000    0.000    0.000 inspect.py:2552(default)
        8    0.000    0.000    0.000    0.000 inspect.py:2560(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:2582(__str__)
       14    0.000    0.000    0.000    0.000 inspect.py:2781(__init__)
       45    0.000    0.000    0.000    0.000 inspect.py:2830(<genexpr>)
       13    0.000    0.000    0.000    0.000 inspect.py:2859(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
       14    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:2873(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:3065(__str__)
       13    0.000    0.000    0.000    0.000 inspect.py:3111(signature)
       14    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
       14    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
        6    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        2    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:155(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:162(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:169(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:176(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:183(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:190(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:197(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:204(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        2    0.000    0.000    0.006    0.003 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:148(IntervalIndex)
        1    0.000    0.000    0.001    0.001 interval.py:186(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:40(make_invalid_op)
      373    0.004    0.000    0.015    0.000 kalman_filter.py:393(__init__)
     7285    0.056    0.000    0.157    0.000 kalman_filter.py:443(predict)
     6435    0.120    0.000    0.675    0.000 kalman_filter.py:491(update)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.001    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
     6435    0.003    0.000    0.003    0.000 linalg.py:107(get_linalg_error_extobj)
     6435    0.005    0.000    0.008    0.000 linalg.py:112(_makearray)
    16466    0.005    0.000    0.007    0.000 linalg.py:117(isComplexType)
     6435    0.003    0.000    0.004    0.000 linalg.py:130(_realType)
     6435    0.011    0.000    0.019    0.000 linalg.py:136(_commonType)
     6435    0.003    0.000    0.003    0.000 linalg.py:180(_assert_stacked_2d)
     6435    0.004    0.000    0.004    0.000 linalg.py:186(_assert_stacked_square)
     3596    0.001    0.000    0.001    0.000 linalg.py:2338(_norm_dispatcher)
     3596    0.021    0.000    0.036    0.000 linalg.py:2342(norm)
     6435    0.001    0.000    0.001    0.000 linalg.py:465(_unary_dispatcher)
     6435    0.218    0.000    0.264    0.000 linalg.py:469(inv)
     3954    0.013    0.000    0.439    0.000 linear.py:113(forward)
      550    0.003    0.000    0.006    0.000 loaders.py:379(__init__)
      550    0.001    0.000    0.002    0.000 loaders.py:383(<listcomp>)
      550    0.001    0.000    0.001    0.000 loaders.py:384(<listcomp>)
      550    0.001    0.000    0.001    0.000 loaders.py:390(_single_check)
      550    0.000    0.000    0.000    0.000 loaders.py:401(__len__)
     1100    0.001    0.000    0.001    0.000 loaders.py:405(__next__)
      550    0.000    0.000    0.000    0.000 loaders.py:412(__iter__)
        4    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        4    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        4    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:115(v8DetectionLoss)
        1    0.000    0.000    0.000    0.000 loss.py:15(VarifocalLoss)
        1    0.000    0.000    0.000    0.000 loss.py:211(v8SegmentationLoss)
        1    0.000    0.000    0.003    0.003 loss.py:3(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:36(FocalLoss)
        1    0.000    0.000    0.000    0.000 loss.py:376(v8PoseLoss)
        1    0.000    0.000    0.000    0.000 loss.py:521(v8ClassificationLoss)
        1    0.000    0.000    0.000    0.000 loss.py:61(BboxLoss)
        1    0.000    0.000    0.000    0.000 loss.py:98(KeypointLoss)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 managers.py:1084(iget)
        2    0.000    0.000    0.000    0.000 managers.py:167(blknos)
        2    0.000    0.000    0.000    0.000 managers.py:1805(is_consolidated)
        2    0.000    0.000    0.000    0.000 managers.py:1813(_consolidate_check)
        2    0.000    0.000    0.000    0.000 managers.py:1819(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:1823(_consolidate_inplace)
        2    0.000    0.000    0.000    0.000 managers.py:183(blklocs)
        1    0.000    0.000    0.000    0.000 managers.py:1835(SingleBlockManager)
        2    0.000    0.000    0.000    0.000 managers.py:1847(__init__)
        2    0.000    0.000    0.000    0.000 managers.py:1944(_block)
        6    0.000    0.000    0.000    0.000 managers.py:2011(internal_values)
        2    0.000    0.000    0.000    0.000 managers.py:2119(create_block_manager_from_column_arrays)
       10    0.000    0.000    0.000    0.000 managers.py:2175(_grouping_func)
        2    0.000    0.000    0.000    0.000 managers.py:2191(_form_blocks)
        4    0.000    0.000    0.000    0.000 managers.py:2249(_stack_arrays)
        4    0.000    0.000    0.000    0.000 managers.py:233(items)
        1    0.000    0.000    0.000    0.000 managers.py:95(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:972(BlockManager)
        2    0.000    0.000    0.000    0.000 managers.py:982(__init__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.004    0.004 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:100(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1782(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1867(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:638(_MergeOperation)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:118(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:122(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:16(_get_method_wrappers)
        2    0.000    0.000    0.005    0.003 methods.py:48(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:68(<genexpr>)
        2    0.000    0.000    0.005    0.003 methods.py:73(_create_methods)
        1    0.000    0.000    0.000    0.000 metrics.py:1007(ClassifyMetrics)
        1    0.000    0.000    0.000    0.000 metrics.py:184(ConfusionMatrix)
        1    0.000    0.000    0.000    0.000 metrics.py:2(<module>)
        1    0.000    0.000    0.000    0.000 metrics.py:513(Metric)
        1    0.000    0.000    0.000    0.000 metrics.py:671(DetMetrics)
        1    0.000    0.000    0.000    0.000 metrics.py:770(SegmentMetrics)
        1    0.000    0.000    0.000    0.000 metrics.py:893(PoseMetrics)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:873(_datetimelike_compat)
        2    0.000    0.000    0.000    0.000 model.py:103(is_triton_model)
        2    0.000    0.000    0.000    0.000 model.py:11(task_map)
        2    0.000    0.000    0.000    0.000 model.py:110(is_hub_model)
        2    0.000    0.000    0.000    0.000 model.py:115(<listcomp>)
        2    0.000    0.000    0.175    0.088 model.py:139(_load)
      550    0.011    0.000   15.802    0.029 model.py:207(predict)
        2    0.000    0.000    0.000    0.000 model.py:404(_reset_ckpt_args)
        2    0.000    0.000    0.000    0.000 model.py:408(<dictcomp>)
        2    0.000    0.000    0.000    0.000 model.py:415(_smart_load)
        2    0.000    0.000    0.177    0.088 model.py:56(__init__)
      550    0.003    0.000   15.805    0.029 model.py:99(__call__)
      118    0.000    0.000    0.076    0.001 module.py:1039(to)
     1660    0.001    0.000    0.051    0.000 module.py:1139(convert)
264200/2973    0.703    0.000   29.324    0.010 module.py:1494(_call_impl)
      453    0.001    0.000    0.005    0.000 module.py:1577(__setstate__)
   458258    0.332    0.000    0.332    0.000 module.py:1601(__getattr__)
    47200    0.106    0.000    0.211    0.000 module.py:1617(__setattr__)
      346    0.000    0.000    0.000    0.000 module.py:1618(remove_from)
      114    0.001    0.000    0.001    0.000 module.py:1676(__delattr__)
   233294    0.367    0.000    1.368    0.000 module.py:2045(_named_members)
   156785    0.046    0.000    0.901    0.000 module.py:2059(parameters)
   156785    0.039    0.000    0.855    0.000 module.py:2084(named_parameters)
   142999    0.062    0.000    0.076    0.000 module.py:2113(<lambda>)
    76509    0.023    0.000    0.593    0.000 module.py:2117(buffers)
    76509    0.018    0.000    0.570    0.000 module.py:2140(named_buffers)
   142549    0.045    0.000    0.057    0.000 module.py:2163(<lambda>)
    92064    0.041    0.000    0.111    0.000 module.py:2167(children)
    92064    0.058    0.000    0.070    0.000 module.py:2176(named_children)
     1240    0.000    0.000    0.004    0.000 module.py:2197(modules)
1325874/291746    0.621    0.000    0.684    0.000 module.py:2224(named_modules)
44506/1322    0.091    0.000    0.406    0.000 module.py:2269(train)
     1322    0.002    0.000    0.408    0.000 module.py:2291(eval)
      114    0.000    0.000    0.002    0.000 module.py:2309(requires_grad_)
      562    0.000    0.000    0.000    0.000 module.py:2363(_get_name)
      180    0.000    0.000    0.000    0.000 module.py:2366(extra_repr)
    542/2    0.002    0.000    0.006    0.003 module.py:2375(__repr__)
      528    0.001    0.000    0.001    0.000 module.py:36(_addindent)
      158    0.000    0.000    0.000    0.000 module.py:42(<listcomp>)
      118    0.001    0.000    0.002    0.000 module.py:437(__init__)
      228    0.001    0.000    0.001    0.000 module.py:539(register_parameter)
 2248/122    0.020    0.000    0.102    0.001 module.py:795(_apply)
     1586    0.001    0.000    0.003    0.000 module.py:799(compute_should_use_set_data)
        4    0.000    0.000    0.026    0.007 module.py:970(float)
      976    0.001    0.000    0.014    0.000 module.py:979(<lambda>)
     1318    0.004    0.000    1.802    0.001 modules.py:123(forward)
     1103    0.023    0.000    3.641    0.003 modules.py:67(forward)
     2636    0.031    0.000   12.660    0.005 modules.py:89(forward)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:117(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:156(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:197(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:216(MultiIndex)
     2447    0.001    0.000    0.001    0.000 multiarray.py:1079(copyto)
     7458    0.001    0.000    0.001    0.000 multiarray.py:152(concatenate)
     1781    0.001    0.000    0.001    0.000 multiarray.py:345(where)
    86205    0.011    0.000    0.011    0.000 multiarray.py:740(dot)
     4880    0.001    0.000    0.001    0.000 multiarray.py:84(empty_like)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1073(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:109(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:110(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:114(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1706(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:400(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:465(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 nanops.py:67(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:77(disallow)
       11    0.000    0.000    0.001    0.000 nanops.py:78(__init__)
       29    0.000    0.000    0.001    0.000 nanops.py:80(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:85(__call__)
     2652    0.007    0.000    0.009    0.000 ntpath.py:124(splitdrive)
     1652    0.009    0.000    0.018    0.000 ntpath.py:180(split)
     1650    0.003    0.000    0.011    0.000 ntpath.py:203(splitext)
     1650    0.002    0.000    0.020    0.000 ntpath.py:214(basename)
        2    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
     1653    0.001    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
     1650    0.004    0.000    0.006    0.000 ntpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        1    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
      499    0.003    0.000    0.006    0.000 ntpath.py:77(join)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1(<module>)
     3562    0.001    0.000    0.001    0.000 numeric.py:1143(_roll_dispatcher)
     3562    0.069    0.000    0.095    0.000 numeric.py:1147(roll)
     3562    0.002    0.000    0.002    0.000 numeric.py:1234(<dictcomp>)
     8339    0.025    0.000    0.038    0.000 numeric.py:1348(normalize_axis_tuple)
     8339    0.006    0.000    0.010    0.000 numeric.py:1398(<listcomp>)
     1318    0.000    0.000    0.000    0.000 numeric.py:1407(_moveaxis_dispatcher)
     1318    0.011    0.000    0.028    0.000 numeric.py:1411(moveaxis)
     1318    0.001    0.000    0.001    0.000 numeric.py:1473(<listcomp>)
     1103    0.004    0.000    0.020    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:238(NumericArray)
       26    0.000    0.000    0.000    0.000 numeric.py:290(full)
        1    0.000    0.000    0.000    0.000 numeric.py:47(NumericDtype)
     1318    0.000    0.000    0.000    0.000 numeric.py:73(_zeros_like_dispatcher)
     1318    0.006    0.000    0.019    0.000 numeric.py:77(zeros_like)
     2928    0.002    0.000    0.003    0.000 numerictypes.py:282(issubclass_)
     1464    0.002    0.000    0.006    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:39(PandasArray)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:33(ObjectStringArrayMixin)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:103(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:129(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:216(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:234(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:285(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:378(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:73(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        3    0.000    0.000    0.003    0.001 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:102(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1028(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:1203(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1249(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1257(FrameSplitter)
      550    0.354    0.001    0.913    0.002 ops.py:132(non_max_suppression)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:186(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:206(Op)
      550    0.016    0.000    0.074    0.000 ops.py:268(clip_boxes)
     1650    0.003    0.000    0.020    0.000 ops.py:32(__init__)
      550    0.185    0.000    0.191    0.000 ops.py:360(xywh2xyxy)
        1    0.000    0.000    0.000    0.000 ops.py:362(BinOp)
     1650    0.002    0.000    0.062    0.000 ops.py:42(__enter__)
     1650    0.004    0.000    1.345    0.001 ops.py:47(__exit__)
        1    0.000    0.000    0.000    0.000 ops.py:518(Div)
        1    0.000    0.000    0.000    0.000 ops.py:547(UnaryOp)
     3300    0.010    0.000    1.402    0.000 ops.py:56(time)
        1    0.000    0.000    0.000    0.000 ops.py:596(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:612(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:667(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:70(Term)
      550    0.245    0.000    0.320    0.001 ops.py:83(scale_boxes)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
    10016    0.033    0.000    0.052    0.000 os.py:674(__getitem__)
    10016    0.004    0.000    0.005    0.000 os.py:740(check_str)
    10016    0.011    0.000    0.020    0.000 os.py:746(encodekey)
    10013    0.013    0.000    0.082    0.000 os.py:771(getenv)
      596    0.000    0.000    0.003    0.000 parameter.py:30(__new__)
    50711    0.044    0.000    0.060    0.000 parameter.py:8(__instancecheck__)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:118(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:131(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:240(FastParquetImpl)
        8    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        8    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        2    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        4    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
        6    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
      332    0.004    0.000    1.340    0.004 patches.py:28(imwrite)
     1106    0.001    0.000    0.001    0.000 pathlib.py:102(join_parsed_parts)
      904    0.006    0.000    0.035    0.000 pathlib.py:1079(__new__)
     2012    0.001    0.000    0.001    0.000 pathlib.py:1089(_init)
        4    0.000    0.000    0.001    0.000 pathlib.py:1227(stat)
        4    0.000    0.000    0.001    0.000 pathlib.py:1419(exists)
     2019    0.003    0.000    0.003    0.000 pathlib.py:155(splitroot)
        2    0.000    0.000    0.000    0.000 pathlib.py:46(_ignore_error)
     2010    0.012    0.000    0.020    0.000 pathlib.py:64(parse_parts)
     2010    0.009    0.000    0.030    0.000 pathlib.py:682(_parse_args)
      904    0.004    0.000    0.028    0.000 pathlib.py:702(_from_parts)
     1108    0.001    0.000    0.002    0.000 pathlib.py:715(_from_parsed_parts)
      554    0.000    0.000    0.001    0.000 pathlib.py:725(_format_parsed_parts)
     1106    0.003    0.000    0.013    0.000 pathlib.py:736(_make_child)
      559    0.002    0.000    0.003    0.000 pathlib.py:742(__str__)
        4    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
      890    0.001    0.000    0.001    0.000 pathlib.py:831(name)
      338    0.001    0.000    0.002    0.000 pathlib.py:839(suffix)
      550    0.001    0.000    0.003    0.000 pathlib.py:866(stem)
     1106    0.001    0.000    0.014    0.000 pathlib.py:974(__truediv__)
        2    0.000    0.000    0.000    0.000 pathlib.py:986(parent)
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:103(_field_accessor)
        1    0.000    0.000    0.000    0.000 period.py:114(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:70(PeriodIndex)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:144(Unpickler)
     1318    0.002    0.000    0.047    0.000 pin_memory.py:53(pin_memory)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
        2    0.000    0.000    0.000    0.000 platform.py:1119(python_version)
     1318    0.002    0.000    0.076    0.000 pooling.py:1195(forward)
    12443    0.028    0.000    0.490    0.000 pooling.py:165(forward)
        2    0.000    0.000    0.000    0.000 pooling.py:33(extra_repr)
      550    0.028    0.000    1.270    0.002 predict.py:23(postprocess)
      550    0.092    0.000    1.574    0.003 predictor.py:111(preprocess)
      550    0.004    0.000    5.542    0.010 predictor.py:131(inference)
      550    0.003    0.000    0.863    0.002 predictor.py:137(pre_transform)
     1100    0.001    0.000    0.001    0.000 predictor.py:147(<genexpr>)
      550    0.003    0.000    0.857    0.002 predictor.py:149(<listcomp>)
      550    0.022    0.000    0.557    0.001 predictor.py:151(write_results)
      550    0.005    0.000   15.092    0.027 predictor.py:190(__call__)
      550    0.007    0.000    0.028    0.000 predictor.py:208(setup_source)
     1100    0.050    0.000   14.001    0.013 predictor.py:224(stream_inference)
     2200    0.001    0.000    0.001    0.000 predictor.py:299(<genexpr>)
        2    0.000    0.000    0.615    0.307 predictor.py:309(setup_model)
     2750    0.007    0.000    0.013    0.000 predictor.py:355(run_callbacks)
        2    0.000    0.000    0.002    0.001 predictor.py:78(__init__)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:500(PrettyDict)
     1650    0.001    0.000    0.001    0.000 process.py:189(name)
     1650    0.001    0.000    0.001    0.000 process.py:37(current_process)
     5057    0.023    0.000    0.034    0.000 profiler.py:482(__init__)
     5057    0.017    0.000    0.151    0.000 profiler.py:491(__enter__)
     5057    0.046    0.000    0.124    0.000 profiler.py:495(__exit__)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pyarrow.py:1(<module>)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1830(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1942(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2263(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2547(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2574(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2578(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:262(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2750(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2754(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3105(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3138(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:319(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:3232(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3237(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:327(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:37(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:371(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:377(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:396(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4228(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4258(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4485(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4584(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4632(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4649(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4715(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:479(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:506(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5175(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:53(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:612(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:86(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:95(BinOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1166(FixedWidthReader)
